Name;InternalName;Title;Class;ImageURL;AttackRange;MoveSpeed;HP;HPperLevel;hpregen;hpregenperlevel;Armor;ArmorperLevel;AttackDamage;AttackDamageperLevel;attackspeed;attackspeedperlevel;Spellblock;spellblockperlevel;Prv_attack;Prv_defense;Prv_magic;Lore;Image_Full;Image_Loading;Image_Sprite;Spell_Q_Name;Spell_Q_Desc;Spell_Q_Icon;Spell_W_Name;Spell_W_Desc;Spell_W_Icon;Spell_E_Name;Spell_E_Desc;Spell_E_Icon;Spell_R_Name;Spell_R_Desc;Spell_R_Icon;Passive_Name;Passive_Desc;Passive_Icon
Ashe;Ashe;the Frost Archer;Marksman;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Ashe.png;600;325;610;101;3.5;0.55;26;4.6;59;3.0;0.658;3.0;30;1.3;7;3;2;Iceborn warmother of the Avarosan tribe, Ashe commands the most populous horde in the north. Stoic, intelligent, and idealistic, yet uncomfortable with her role as leader, she taps into the ancestral magics of her lineage to wield a bow of True Ice. With her people's belief that she is the mythological hero Avarosa reincarnated, Ashe hopes to unify the Freljord once more by retaking their ancient, tribal lands.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ashe_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ashe_0.jpg;champion0.png;Ranger's Focus;Ashe builds up Focus by attacking. At maximum Focus, Ashe can cast Ranger's Focus to consume all stacks of Focus, temporarily increasing her Attack Speed and transforming her basic attack into a powerful flurry attack for the duration.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/AsheQ.png;Volley;Ashe fires arrows in a cone for increased damage. Also applies Frost Shot.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/Volley.png;Hawkshot;Ashe sends her Hawk Spirit on a scouting mission anywhere on the map.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/AsheSpiritOfTheHawk.png;Enchanted Crystal Arrow;Ashe fires a missile of ice in a straight line. If the arrow collides with an enemy Champion, it deals damage and stuns the Champion, stunning for longer the farther arrow has traveled. In addition, surrounding enemy units take damage and are slowed.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/EnchantedCrystalArrow.png;Frost Shot;Ashe's attacks slow their target, causing her to deal increased damage to these targets.<br><br>Ashe's critical strikes deal no bonus damage but apply an empowered slow to the target.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Ashe_P.png
Aurelion Sol;AurelionSol;The Star Forger;Mage;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/AurelionSol.png;550;340;600;90;5.5;0.55;22;4.0;58;3.2;0.625;1.5;30;1.3;2;3;8;Aurelion Sol once graced the vast emptiness of the cosmos with celestial wonders of his own devising. Now, he is forced to wield his awesome power at the behest of a space-faring empire that tricked him into servitude. Desiring a return to his star-forging ways, Aurelion Sol will drag the very stars from the sky, if he must, in order to regain his freedom.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/AurelionSol_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/AurelionSol_0.jpg;champion0.png;Breath of Light;Aurelion Sol channels his dragon breath for a few seconds, damaging the first enemy hit and splashing reduced damage onto nearby enemies. Each second the breath is channeled directly at an enemy will deal bonus damage, which is improved by the amount of Stardust that's been collected. This ability collects Stardust if the target is a champion.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/AurelionSolQ.png;Astral Flight;Aurelion Sol flies over terrain in a targeted direction. While in this state, he can cast other abilities. Breath of Light no longer has a cooldown or maximum channel duration and deals increased damage while flying.<br><br>Astral Flight's remaining cooldown is reduced whenever an enemy champion dies after being recently damaged by Aurelion Sol.<br><br>Stardust increases Astral Flight's maximum range.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/AurelionSolW.png;Singularity;Aurelion Sol summons a black hole, damaging enemies and slowly pulling them toward its center. This ability grants Stardust each time an enemy dies within the black hole and for each second an enemy champion is caught inside it. The center of the black hole executes enemies who are below a certain percentage of their maximum health. Stardust increases Singularity's area as well as the execution threshold.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/AurelionSolE.png;Falling Star / The Skies Descend;Falling Star: Aurelion Sol crashes a star into the earth. This impact deals magic damage and stuns enemies while also granting Stardust for each enemy champion it hits. Gathering enough Stardust transforms Aurelion Sol's next Falling Star into The Skies Descend.<br><br>The Skies Descend: Aurelion Sol drags a giant star down from the heavens with an increased impact zone and increased damage, knocking up enemies rather than stunning them. A shockwave then spreads from the edge of the impact zone, which damages and slows the enemies it hits. Stardust increases the impact area of both Falling Star and The Skies Descend.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/AurelionSolR.png;Cosmic Creator;Aurelion Sol's damaging Abilities break down enemies into stacks of <font color='#3458eb'>Stardust</font>, which permanently improves each of his abilities. ;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/AurelionSolP.png
Aurora;Aurora;the Witch Between Worlds;Mage;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Aurora.png;550;335;607;110;6.0;0.55;23;4.5;53;3.0;0.668;2.0;32;1.3;3;4;8;From the moment she was born, Aurora navigated life with a unique ability to move between the spirit and material realms. Determined to learn more about the spirit realm's inhabitants, she left her home to further her research and happened upon a wayward demigod who'd become twisted and lost to time. Witnessing his desperation, Aurora resolved to find a way to help her feral friend regain his forgotten identity—a journey that would take her to the farthest reaches of the Freljord.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Aurora_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Aurora_0.jpg;champion0.png;Twofold Hex;Aurora sends out a missile that curses any enemies it hits. She can then recast the ability to draw active curses back toward herself, damaging foes who are hit along the way.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/AuroraQ.png;Across the Veil;Aurora leaps in a direction of her choosing, entering the spirit realm upon landing, becoming invisible, and gaining Move Speed for a short duration of time.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/AuroraW.png;The Weirding;Aurora converges the realms, sending out a blast of spirit magic that damages and slows enemies before Aurora hops backward to safety.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/AuroraE.png;Between Worlds;Aurora leaps in a direction of her choosing, releasing a shockwave that damages and slows any enemies it hits. Afterward, she creates an area that slows enemies within it and allows Aurora to teleport from one side of the area to the other.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/AuroraR.png;Spirit Abjuration;Aurora's spells and attacks exorcise spirits from the enemies she damages. Exorcised spirits follow Aurora around and heal her.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/AuroraPassive.Aurora.png
Azir;Azir;the Emperor of the Sands;Mage;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Azir.png;525;330;575;119;7.0;0.75;25;5.0;56;3.5;0.625;5.0;30;1.3;6;3;8;Azir was a mortal emperor of Shurima in a far distant age, a proud man who stood at the cusp of immortality. His hubris saw him betrayed and murdered at the moment of his greatest triumph, but now, millennia later, he has been reborn as an Ascended being of immense power. With his buried city risen from the sand, Azir seeks to restore Shurima to its former glory.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Azir_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Azir_0.jpg;champion0.png;Conquering Sands;Azir sends all Sand Soldiers towards a location. Sand Soldiers deal magic damage to enemies they pass through and apply a slow for 1 second.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/AzirQWrapper.png;Arise!;Azir summons a Sand Soldier to attack nearby targets for him, replacing his basic attack against targets within the soldier's range. Their attacks deal magic damage to enemies in a line.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/AzirW.png;Shifting Sands;Azir shields himself briefly and dashes to one of his Sand Soldiers, damaging enemies. If he hits an enemy champion, he instantly readies a new Sand Soldier for deployment and halts his dash.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/AzirEWrapper.png;Emperor's Divide;Azir summons a wall of soldiers which charge forward, knocking back and damaging enemies.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/AzirR.png;Shurima's Legacy;Azir can summon the Disc of the Sun from the ruins of allied or enemy turrets.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Azir_Passive.png
Bard;Bard;the Wandering Caretaker;Support;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Bard.png;500;335;630;103;5.5;0.55;34;5.0;52;3.0;0.658;2.0;30;1.3;4;4;5;A traveler from beyond the stars, Bard is an agent of serendipity who fights to maintain a balance where life can endure the indifference of chaos. Many Runeterrans sing songs that ponder his extraordinary nature, yet they all agree that the cosmic vagabond is drawn to artifacts of great magical power. Surrounded by a jubilant choir of helpful spirit meeps, it is impossible to mistake his actions as malevolent, as Bard always serves the greater good... in his own odd way.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Bard_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Bard_0.jpg;champion0.png;Cosmic Binding;"Bard fires a missile which will slow the first enemy struck, and continue onward. If it strikes a wall, it will stun the initial target; if it strikes another enemy, it will stun them both.";https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BardQ.png;Caretaker's Shrine;Reveals a Health shrine which powers up over a short time, disappearing after healing and speeding up the first ally that touches it.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BardW.png;Magical Journey;Bard opens a portal in nearby terrain. Allies and enemies alike can take a one-way trip through that terrain by moving into the portal.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BardE.png;Tempered Fate;Bard sends spirit energy arcing to a location, putting all champions, minions, monsters, and turrets hit into stasis for a brief time.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BardR.png;Traveler's Call;<font color='#FF9900'>Meeps:</font> Bard attracts lesser spirits that assist with his basic attacks to deal extra magic damage. When Bard has collected enough  <font color='#cccc00'>Chimes</font>, his meeps will also deal damage in an area and slow enemies hit.<br><br><font color='#FF9900'>Chimes:</font> Ancient <font color='#cccc00'>chimes</font> randomly appear for Bard to collect. These grant experience, restore mana, and provide out of combat Move Speed.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Bard_Passive.png
Bel'Veth;Belveth;the Empress of the Void;Fighter;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Belveth.png;150;340;610;99;6.0;0.6;32;4.7;60;1.5;0.85;0.0;32;2.05;4;2;7;A nightmarish empress created from the raw material of an entire devoured city, Bel'Veth is the end of Runeterra itself... and the beginning of a monstrous reality of her own design. Driven by epochs of repurposed history, knowledge, and memories from the world above, she voraciously feeds an ever-expanding need for new experiences and emotions, consuming all that crosses her path. Yet her wants could never be sated by only one world as she turns her hungry eyes toward the Void's old masters...;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Belveth_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Belveth_0.jpg;champion0.png;Void Surge;Bel'Veth dashes in a chosen direction and damages all enemies she passes through.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BelvethQ.png;Above and Below;Bel'Veth slams her tail to the ground, damaging, knocking up, and slowing her enemies.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BelvethW.png;Royal Maelstrom;Bel'Veth roots herself in place, channeling a storm of slashes around her that targets the lowest-health enemy and grants her lifesteal and damage reduction.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BelvethE.png;Endless Banquet;Bel'Veth consumes Void coral remnants, transforming into her true form and increasing her max health, attack range, attack speed, and out-of-combat move speed. Consuming the Void coral remnants of a Void epic monster will grant her a longer ultimate duration, as well as the power to summon Void remora.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BelvethR.png;Death in Lavender ;Bel'Veth gains permanent attack speed stacks after taking down large minions and monsters and champions. She also gains temporary bonus attack speed after using an ability.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Belveth_Passive.png
Blitzcrank;Blitzcrank;the Great Steam Golem;Tank;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Blitzcrank.png;125;325;600;109;7.5;0.75;37;4.7;62;3.5;0.625;1.13;32;2.05;4;8;5;Blitzcrank is an enormous, near-indestructible automaton from Zaun, originally built to dispose of hazardous waste. However, he found this primary purpose too restricting, and modified his own form to better serve the fragile people of the Sump. Blitzcrank selflessly uses his strength and durability to protect others, extending a helpful metal fist or burst of energy to subdue any troublemakers.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Blitzcrank_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Blitzcrank_0.jpg;champion0.png;Rocket Grab;Blitzcrank fires their right hand to grab an opponent on its path, dealing damage and dragging it back to them.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/RocketGrab.png;Overdrive;Blitzcrank super charges themself to get dramatically increased Move and Attack Speed. They are temporarily slowed after the effect ends.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/Overdrive.png;Power Fist;Blitzcrank charges up their fist to make the next attack deal double damage and pop their target up in the air.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/PowerFist.png;Static Field;Enemies attacked by Blitzcrank are marked and take lightning damage after 1 second. Additionally, Blitzcrank can activate this ability to remove nearby enemies' shields, damage them, and silence them briefly.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/StaticField.png;Mana Barrier;Blitzcrank gains a shield based on their mana when dropping to low health.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Blitzcrank_ManaBarrier.png
Brand;Brand;the Burning Vengeance;Mage;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Brand.png;550;340;570;105;5.5;0.55;27;4.2;57;3.0;0.681;2.0;30;1.3;2;2;9;Once a tribesman of the icy Freljord named Kegan Rodhe, the creature known as Brand is a lesson in the temptation of greater power. Seeking one of the legendary World Runes, Kegan betrayed his companions and seized it for himself—and, in an instant, the man was no more. His soul burned away, his body a vessel of living flame, Brand now roams Valoran in search of other Runes, swearing revenge for wrongs he could never possibly have suffered in a dozen mortal lifetimes.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Brand_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Brand_0.jpg;champion0.png;Sear;Brand launches a ball of fire forward that deals magic damage. If the target is ablaze, Sear will stun the target.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BrandQ.png;Pillar of Flame;After a short delay, Brand creates a Pillar of Flame at a target area, dealing magic damage to enemy units within the area. Units that are ablaze take an additional 25% damage.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BrandW.png;Conflagration;Brand conjures a powerful blast at his target that spreads to nearby enemies, dealing magic damage. If the target is ablaze, Conflagration's spread is doubled.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BrandE.png;Pyroclasm;Brand unleashes a devastating torrent of fire that bounces up to 5 times off of Brand and nearby enemies, dealing magic damage to enemies each time bounce. Bounces prioritize stacking Blaze to max on Champions. If a target is ablaze, Pyroclasm will briefly slow them.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BrandR.png;Blaze;Brand's spells light his targets ablaze, dealing damage over 4 seconds, stacking up to 3 times. If Brand kills an enemy while it is ablaze he regains mana. When Blaze reaches max stacks on a Champion or large monster, it becomes unstable. It detonates in 2 seconds, applying spell effects and dealing massive damage in an area around the victim.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/BrandP.png
Braum;Braum;the Heart of the Freljord;Tank;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Braum.png;125;335;630;112;8.5;1.0;35;5.0;55;3.2;0.644;3.5;32;2.05;3;9;4;Blessed with massive biceps and an even bigger heart, Braum is a beloved hero of the Freljord. Every mead hall north of Frostheld toasts his legendary strength, said to have felled a forest of oaks in a single night, and punched an entire mountain into rubble. Bearing an enchanted vault door as his shield, Braum roams the frozen north sporting a mustachioed smile as big as his muscles—a true friend to all those in need.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Braum_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Braum_0.jpg;champion0.png;Winter's Bite;Braum propels freezing ice from his shield, slowing and dealing magic damage.<br><br>Applies a stack of <font color='#FFF673'>Concussive Blows</font>.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BraumQ.png;Stand Behind Me;Braum leaps to a target allied champion or minion. On arrival, Braum and the ally gain Armor and Magic Resist for a few seconds.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BraumW.png;Unbreakable;Braum raises his shield in a direction for several seconds, intercepting all projectiles causing them to hit him and be destroyed. He negates the damage of the first attack completely and reduces the damage of all subsequent attacks from this direction.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BraumE.png;Glacial Fissure;Braum slams the ground, knocking up enemies nearby and in a line in front of him. A fissure is left along the line that slows enemies.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BraumRWrapper.png;Concussive Blows;Braum's basic attacks apply Concussive Blows. Once the first stack is applied, <font color='#FFF673'>ally</font> basic attacks also stack Concussive Blows. <br><br>Upon reaching 4 stacks, the target is stunned and takes magic damage. For the next few seconds they cannot receive new stacks, but take bonus magic damage from Braum's attacks.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Braum_Passive.png
Briar;Briar;the Restrained Hunger;Fighter;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Briar.png;125;340;625;95;0.0;0.0;30;4.2;60;2.5;0.644;2.0;32;2.05;9;5;3;A failed experiment by the Black Rose, Briar's uncontrollable bloodlust required a special pillory to focus her frenzied mind. After years of confinement, this living weapon broke free from her restraints and unleashed herself into the world. Now she's controlled by no one—following only her hunger for knowledge and blood—and relishes the opportunities to let loose, even if reining back the frenzy isn't easy.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Briar_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Briar_0.jpg;champion0.png;Head Rush;Briar leaps to a unit and hits enemies with The Heel Wheel (of Pain), stunning them and breaking their Armor.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BriarQ.png;Blood Frenzy / Snack Attack;Briar leaps forward and shatters her pillory, entering a Blood Frenzy that causes her to relentlessly pursue the nearest enemy (prioritizing champions). While frenzied, she gains increased Attack Speed and Move Speed, and her attacks deal damage in an area around her target.<br><br>Briar can reactivate this ability while frenzied to take a CHOMP out of her target on her next attack, dealing additional damage based on their missing Health, and healing Briar based on the damage she deals.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BriarW.png;Chilling Scream;Briar refocuses her mind, removing Blood Frenzy and channeling energy into a powerful scream that damages and slows enemies. While charging, she takes reduced damage and heals for a portion of her max Health. A fully charged scream knocks foes back, dealing additional damage and stunning those who collide with a wall.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BriarE.png;Certain Death;Briar kicks her pillory's hemolith gemstone, marking the first champion it hits as her prey. She then beelines straight to them, fearing other surrounding enemies upon arriving at her target, and enters a state of complete hemomania. She will pursue her prey until death, gaining the benefits of Blood Frenzy as well as additional Armor, Magic Resistance, Life Steal, and Move Speed.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/BriarR.png;Crimson Curse;Briar's attacks and abilities apply a stacking bleed that heals her for a portion of the damage it deals. Perpetually hungry, she gains increased healing based on her missing Health, but lacks innate Health Regeneration.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/BriarP.png
Caitlyn;Caitlyn;the Sheriff of Piltover;Marksman;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Caitlyn.png;650;325;580;107;3.5;0.55;27;4.7;62;3.8;0.681;4.0;30;1.3;8;2;2;Renowned as its finest peacekeeper, Caitlyn Kiramman is also Piltover's best shot at ridding the city of its elusive criminal elements. She is often paired with Vi, acting as a cool counterpoint to her partner's more impetuous nature. Even though she carries a one-of-a-kind hextech rifle, Caitlyn's most powerful weapon is her superior intellect, allowing her to lay elaborate traps for any lawbreakers foolish enough to operate in the City of Progress.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Caitlyn_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Caitlyn_0.jpg;champion0.png;Piltover Peacemaker;Caitlyn revs up her rifle for 1 second to unleash a penetrating shot that deals physical damage (deals less damage to subsequent targets).;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/CaitlynQ.png;Yordle Snap Trap;Caitlyn sets a trap that, when sprung, reveals and immobilizes the enemy champion for 1.5 seconds, granting Caitlyn an empowered Headshot.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/CaitlynW.png;90 Caliber Net;Caitlyn fires a heavy net to slow her target. The recoil knocks Caitlyn back.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/CaitlynE.png;Ace in the Hole;Caitlyn takes time to line up the perfect shot, dealing massive damage to a single target at a huge range. Enemy champions can intercept the bullet for their ally.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/CaitlynR.png;Headshot;Every few basic attacks, or against a target she has trapped or netted, Caitlyn will fire a headshot dealing bonus damage that scales with her critical strike chance. On trapped or netted targets, Caitlyn's Headshot attack range is doubled.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Caitlyn_Headshot.png
